lsmMagX,lsmMagY,lsmMagZ,mpuAccelX,mpuAccelY,mpuAccelZ,mpuGyroX,mpuGyroY,mpuGyroZ,mpuTemp,pressure,temperature
,,,0.370849609375,0.45458984375,10.132568359375,0.001597897382453084,-0.022370561957359314,-0.1560613065958023,21.659412384033203,,
,,,0.19379882514476776,0.49287110567092896,10.304834365844727,-0.009587383829057217,-0.024501092731952667,-0.1547297239303589,21.659412384033203,,
,,,0.19379882514476776,0.47612303495407104,10.297656059265137,-0.000798948691226542,-0.023169511929154396,-0.15073497593402863,21.753528594970703,,
-37.349998474121094,-5.849999904632568,-49.650001525878906,0.18662109971046448,0.4952636659145355,10.252197265625,-0.009587383829057217,-0.018109502270817757,-0.1512676179409027,21.753528594970703,,
,,,0.155517578125,0.4474121034145355,10.326367378234863,-0.004793691914528608,-0.0183758195489645,-0.1475391834974289,21.753528594970703,,
,,,0.12680664658546448,0.4378418028354645,10.240234375,-0.020506348460912704,-0.013049494475126266,-0.13901707530021667,21.753528594970703,,
,,,0.12919922173023224,0.48808592557907104,10.328760147094727,-0.01491370890289545,-0.007190538104623556,-0.13901707530021667,21.753528594970703,,
-36.45000076293945,-5.849999904632568,-49.650001525878906,0.107666015625,0.39716798067092896,10.321581840515137,-0.015446340665221214,-0.007456854451447725,-0.1312938928604126,21.753528594970703,,
,,,0.16508789360523224,0.39716798067092896,10.218701362609863,-0.015446340665221214,-0.00026631623040884733,-0.12729915976524353,21.753528594970703,,
,,,0.21293945610523224,0.36127930879592896,10.271337509155273,-0.017310554161667824,0.002929478418081999,-0.1217065155506134,21.753528594970703,,
,,,0.18662109971046448,0.4474121034145355,10.237841606140137,-0.021305298432707787,0.0034621108788996935,-0.12090756744146347,21.753528594970703,,
-36.599998474121094,-5.25,-49.5,0.21772460639476776,0.4258789122104645,10.256982803344727,-0.02663162164390087,0.009054751135408878,-0.11291807889938354,21.753528594970703,,
,,,0.26318359375,0.37324219942092896,10.292871475219727,-0.031425315886735916,0.008788435719907284,-0.10892333835363388,21.659412384033203,,
,,,0.31103515625,0.3899902403354645,10.249804496765137,-0.037550587207078934,0.014381076209247112,-0.10386332869529724,21.753528594970703,,
,,,0.38041990995407104,0.3636718690395355,10.292871475219727,-0.04048006609082222,0.011185280978679657,-0.0988033190369606,21.659412384033203,,
-36.599998474121094,-6.0,-49.349998474121094,0.28471678495407104,0.28471678495407104,10.345507621765137,-0.045806389302015305,0.015712657943367958,-0.09534120559692383,21.753528594970703,,
,,,0.38520509004592896,0.29667967557907104,10.223485946655273,-0.047670602798461914,0.014114759862422943,-0.09507489204406738,21.659412384033203,,
,,,0.4306640625,0.4378418028354645,10.163671493530273,-0.05379587784409523,0.015446340665221214,-0.08602014183998108,21.753528594970703,,
,,,0.4593749940395355,0.3660644590854645,10.16845703125,-0.0596548356115818,0.013848443515598774,-0.08655276894569397,21.753528594970703,,
-36.45000076293945,-5.849999904632568,-49.79999923706055,0.45698243379592896,0.34931641817092896,10.197168350219727,-0.0596548356115818,0.014114759862422943,-0.08335697650909424,21.753528594970703,,
,,,0.4306640625,0.4019531309604645,10.199560165405273,-0.06258431077003479,0.012783179059624672,-0.08335697650909424,21.659412384033203,,
,,,0.5191894769668579,0.4115234315395355,10.249804496765137,-0.06870958209037781,0.010918965563178062,-0.08309066295623779,21.753528594970703,,
